id,latitude,longitude,Label
ACA,16.757099151611328,-99.75399780273438,General Juan N Alvarez International Airport
NTR,25.865601,-100.23700000000001,Del Norte International Airport
AGU,21.705601,-102.318001,Jesús Terán Paredo International Airport
HUX,15.7753,-96.26260400000001,Bahías de Huatulco International Airport
CVJ,18.834800720214844,-99.26129913330078,General Mariano Matamoros Airport
ACN,29.332898999999998,-101.098998,Ciudad Acuña New International Airport
CME,18.65369987487793,-91.79900360107422,Ciudad del Carmen International Airport
NCG,30.3974,-107.875,Nuevo Casas Grandes Airport
CUL,24.764499664299997,-107.474998474,Bachigualato Federal International Airport
CTM,18.50469970703125,-88.32679748535156,Chetumal International Airport
CEN,27.39259910583496,-109.83300018310548,Ciudad Obregón International Airport
CPE,19.816799163800003,-90.50029754639999,Ingeniero Alberto Acuña Ongay International Airport
CJS,31.63610076904297,-106.4290008544922,Abraham González International Airport
CUU,28.702899932900003,-105.96499633799999,General Roberto Fierro Villalobos International Airport
CVM,23.7033004761,-98.9564971924,General Pedro Jose Mendez International Airport
CZM,20.52239990234375,-86.92559814453125,Cozumel International Airport
DGO,24.1242008209,-104.52799987799999,General Guadalupe Victoria International Airport
TPQ,21.4195,-104.843002,Amado Nervo National Airport
ESE,31.7953,-116.602997,Ensenada International Airport
GDL,20.521799087524414,-103.31099700927734,Don Miguel Hidalgo Y Costilla International Airport
GYM,27.9689998626709,-110.9250030517578,General José María Yáñez International Airport
TCN,18.49720001220703,-97.4198989868164,Tehuacan Airport
HMO,29.095899581900007,-111.047996521,General Ignacio P. Garcia International Airport
CLQ,19.277,-103.57700200000001,Licenciado Miguel de la Madrid Airport
ISJ,21.2450008392334,-86.73999786376953,Isla Mujeres Airport
SLW,25.54949951171875,-100.9290008544922,Plan De Guadalupe International Airport
IZT,16.449301000000002,-95.09369699999999,Ixtepec Airport
LZC,18.0016994476,-102.221000671,Lázaro Cárdenas Airport
LMM,25.6851997375,-109.081001282,Valle del Fuerte International Airport
BJX,20.9935,-101.481003,Del Bajío International Airport
LAP,24.0727005005,-110.36199951200001,Manuel Márquez de León International Airport
LTO,25.989200592041016,-111.3479995727539,Loreto International Airport
MAM,25.7698993683,-97.5252990723,General Servando Canales International Airport
MID,20.9370002747,-89.657699585,Licenciado Manuel Crescencio Rejon Int Airport
MXL,32.6306,-115.241997,General Rodolfo Sánchez Taboada International Airport
MLM,19.849899292,-101.025001526,General Francisco J. Mujica International Airport
MTT,18.1033992767,-94.58070373540001,Minatitlán/Coatzacoalcos National Airport
LOV,26.9557,-101.470001,Monclova International Airport
MEX,19.4363,-99.072098,Licenciado Benito Juarez International Airport
MTY,25.7784996033,-100.107002258,General Mariano Escobedo International Airport
MZT,23.1613998413,-106.26599884,General Rafael Buelna International Airport
NOG,31.22610092163086,-110.97599792480469,Nogales International Airport
NLD,27.4438991547,-99.5705032349,Quetzalcóatl International Airport
OAX,16.9999008179,-96.72660064700001,Xoxocotlán International Airport
PAZ,20.6026992798,-97.4608001709,El Tajín National Airport
PBC,19.1581001282,-98.3713989258,Hermanos Serdán International Airport
PPE,31.351987,-113.305177,Mar de Cortés International Airport
PDS,28.627399,-100.535004,Piedras Negras International Airport
UPN,19.396699905395508,-102.03900146484376,Licenciado y General Ignacio Lopez Rayon Airport
PVR,20.680099487304688,-105.25399780273438,Licenciado Gustavo Díaz Ordaz International Airport
PXM,15.8769,-97.08910300000001,Puerto Escondido International Airport
QRO,20.6173,-100.185997,Querétaro Intercontinental Airport
REX,26.0089,-98.2285,General Lucio Blanco International Airport
SJD,23.15180015563965,-109.72100067138672,Los Cabos International Airport
SFH,30.930200576782,-114.80899810791,San Felipe International Airport
SLP,22.254299163800006,-100.930999756,Ponciano Arriaga International Airport
TRC,25.568300247199996,-103.41100311299999,Francisco Sarabia International Airport
TGZ,16.5636005402,-93.02249908450001,Angel Albino Corzo International Airport
TIJ,32.541099548339844,-116.97000122070312,General Abelardo L. Rodríguez International Airport
TAM,22.2964000702,-97.86589813229999,General Francisco Javier Mina International Airport
TSL,22.0383,-98.80650200000001,Tamuin Airport
TLC,19.3370990753,-99.5660018921,Licenciado Adolfo Lopez Mateos International Airport
TAP,14.794300079300001,-92.3700027466,Tapachula International Airport
CUN,21.036500930800003,-86.8770980835,Cancún International Airport
VSA,17.996999740600586,-92.81739807128906,Carlos Rovirosa Pérez International Airport
VER,19.145900726300003,-96.1873016357,General Heriberto Jara International Airport
ZCL,22.8971004486,-102.68699646,General Leobardo C. Ruiz International Airport
ZIH,17.601600647,-101.460998535,Ixtapa Zihuatanejo International Airport
ZMM,20.045,-102.27600100000001,Zamora Airport
ZLO,19.144800186199998,-104.558998108,Playa De Oro International Airport
BEF,11.991000175476074,-83.77410125732422,Bluefields Airport
MGA,12.141500473022461,-86.16819763183594,Augusto C. Sandino (Managua) International Airport
PUZ,14.047200202941895,-83.38670349121094,Puerto Cabezas Airport
BOC,9.340849876403807,-82.25080108642578,Bocas Del Toro International Airport
CHX,9.458962,-82.515062,Cap Manuel Niño International Airport
DAV,8.390999794006348,-82.43499755859375,Enrique Malek International Airport
BLB,8.91479,-79.599602,Panama Pacific International Airport
PAC,8.973340034484863,-79.55560302734375,Marcos A. Gelabert International Airport
SYP,8.085599899291992,-80.94529724121094,Ruben Cantu Airport
PTY,9.0713596344,-79.3834991455,Tocumen International Airport
BAI,9.163949,-83.33017099999999,Buenos Aires Airport
OTR,8.601559638977049,-82.96859741210938,Coto 47 Airport
JAP,9.98141002655,-84.7726974487,Chacarita Airport
GLF,8.654009819030763,-83.18219757080078,Golfito Airport
GPL,10.2172002792,-83.79699707030002,Guapiles Airport
LIR,10.5933,-85.544403,Daniel Oduber Quiros International Airport
LSL,11.035300254821776,-84.70610046386719,Los Chiles Airport
LIO,9.95796012878418,-83.02200317382812,Limon International Airport
NOB,9.976490020750001,-85.65299987790002,Nosara Airport
SJO,9.993860244750977,-84.20880126953125,Juan Santamaria International Airport
PMZ,8.951029777526855,-83.46859741210938,Palmar Sur Airport
XQP,9.443160057067873,-84.12979888916016,Quepos Managua Airport
TOO,8.826109886169434,-82.95890045166016,San Vito De Java Airport
SAL,13.4409,-89.055702,Monseñor Óscar Arnulfo Romero International Airport
CYA,18.27109909057617,-73.78829956054688,Les Cayes Airport
CAP,19.733,-72.194702,Cap Haitien International Airport
JAK,18.241100311279297,-72.51850128173828,Jacmel Airport
PAP,18.57999992370605,-72.2925033569336,Toussaint Louverture International Airport
BCA,20.36529922485352,-74.5062026977539,Gustavo Rizo Airport
BYM,20.39640045166016,-76.62139892578125,Carlos Manuel de Cespedes Airport
AVI,22.027099609375,-78.78959655761719,Maximo Gomez Airport
CCC,22.4610004425,-78.32839965820001,Jardines Del Rey Airport
CFG,22.149999618530273,-80.41419982910156,Jaime Gonzalez Airport
CYO,21.616500854499996,-81.5459976196,Vilo Acuña International Airport
CMW,21.420299530029297,-77.84750366210938,Ignacio Agramonte International Airport
SCU,19.96980094909668,-75.83540344238281,Antonio Maceo International Airport
NBW,19.906499862671,-75.207099914551,Leeward Point Field
GAO,20.08530044555664,-75.1583023071289,Mariana Grajales Airport
HAV,22.989200592041016,-82.40910339355469,José Martí International Airport
HOG,20.785600662231445,-76.31510162353516,Frank Pais International Airport
LCL,22.33609962463379,-83.64189910888672,La Coloma Airport
MOA,20.65390014648437,-74.92220306396484,Orestes Acosta Airport
MZO,20.28809928894043,-77.08920288085938,Sierra Maestra Airport
GER,21.834699630737305,-82.78379821777344,Rafael Cabrera Airport
UPB,23.0328006744,-82.5793991089,Playa Baracoa Airport
QPD,22.42140007019043,-83.67839813232422,Pinar Del Rio Airport
SNU,22.49220085144043,-79.943603515625,Abel Santamaria Airport
SZJ,21.64249992370605,-82.9551010131836,Siguanea Airport
USS,21.9704,-79.44270300000001,Sancti Spiritus Airport
VRA,23.03440093994141,-81.435302734375,Juan Gualberto Gomez International Airport
VTU,20.987600326538086,-76.93579864501953,Hermanos Ameijeiras Airport
CYB,19.687000274658203,-79.88279724121094,Gerrard Smith International Airport
GCM,19.292800903299998,-81.3576965332,Owen Roberts International Airport
MAY,24.287700653076172,-77.68460083007812,Clarence A. Bain Airport
ASD,24.69790077209473,-77.79560089111328,Andros Town Airport
MHH,26.5114,-77.08350300000001,Leonard M Thompson International Airport
SAQ,25.053800582885746,-78.04900360107422,San Andros Airport
AXP,22.441799163800006,-73.97090148930002,Spring Point Airport
TCB,26.745300293000003,-77.3912963867,Treasure Cay Airport
CCZ,25.41710090637207,-77.88089752197266,Chub Cay Airport
GHC,25.7383,-77.840103,Great Harbour Cay Airport
BIM,25.6998996735,-79.2647018433,South Bimini Airport
GGT,23.5625991821,-75.8779983521,Exuma International Airport
ELH,25.474899291999996,-76.6835021973,North Eleuthera Airport
GHB,25.2847003937,-76.3310012817,Governor's Harbour Airport
NMC,24.59429931640625,-76.82019805908203,Normans Cay Airport
RSD,24.8950787333,-76.1768817902,Rock Sound Airport
TYM,24.169099807739254,-76.43910217285156,Staniel Cay Airport
FPO,26.5587005615,-78.695602417,Grand Bahama International Airport
IGA,20.975000381469727,-73.66690063476562,Inagua Airport
LGI,23.179000854499996,-75.09359741210002,Deadman's Cay Airport
SML,23.582317,-75.268621,Stella Maris Airport
MYG,22.379499,-73.013494,Mayaguana Airport
NAS,25.0389995575,-77.46620178219999,Lynden Pindling International Airport
DCT,22.18180084228516,-75.72949981689453,Duncan Town Airport
RCY,23.68440055847168,-74.83619689941406,Rum Cay Airport
ZSA,24.06329917907715,-74.52400207519531,San Salvador Airport
BZE,17.539100646972653,-88.30819702148438,Philip S. W. Goldson International Airport
AIT,-18.830900192260746,-159.76400756835938,Aitutaki Airport
RAR,-21.202699661300002,-159.805999756,Rarotonga International Airport
NAN,-17.755399703979492,177.4429931640625,Nadi International Airport
SUV,-18.04330062866211,178.5590057373047,Nausori International Airport
TBU,-21.241199493408203,-175.14999389648438,Fua'amotu International Airport
VAV,-18.58530044555664,-173.96200561523438,Vava'u International Airport
TRW,1.3816399574279783,173.14700317382812,Bonriki International Airport
TBF,-1.2244700193405151,174.7760009765625,Tabiteuea North Airport
WLS,-13.238300323499999,-176.19900512700002,Hihifo Airport
APW,-13.829999923706055,-172.00799560546875,Faleolo International Airport
PPG,-14.3310003281,-170.710006714,Pago Pago International Airport
RUR,-22.43409919738769,-151.36099243164062,Rurutu Airport
TUB,-23.36540031433105,-149.5240020751953,Tubuai Airport
AAA,-17.35260009765625,-145.50999450683594,Anaa Airport
FGU,-15.819899559020994,-140.88699340820312,Fangatau Airport
TIH,-15.119600296020508,-148.2310028076172,Tikehau Airport
REA,-18.465900421142575,-136.44000244140622,Reao Airport
FAV,-16.054100036621097,-145.65699768066406,Fakarava Airport
XMH,-14.436800003051758,-146.07000732421875,Manihi Airport
GMR,-23.07990074157715,-134.88999938964844,Totegegie Airport
KKR,-15.663299560546875,-146.88499450683594,Kaukura Airport
MKP,-16.583900451660153,-143.6580047607422,Makemo Airport
PKP,-14.809499740600586,-138.81300354003906,Puka Puka Airport
TKP,-14.709500312805176,-145.24600219726562,Takapoto Airport
AXR,-15.248299598693848,-146.61700439453125,Arutua Airport
MVT,-14.8681001663208,-148.7169952392578,Mataiva Airport
TKX,-14.45580005645752,-145.02499389648438,Takaroa Airport
NHV,-8.795599937438965,-140.22900390625,Nuku Hiva Airport
BOB,-16.444400787353516,-151.75100708007812,Bora Bora Airport
RGI,-14.954299926757812,-147.66099548339844,Rangiroa Airport
HUH,-16.687200546264652,-151.02200317382812,Huahine-Fare Airport
MOZ,-17.49,-149.761993,Moorea Airport
HOI,-18.074800491333008,-140.9459991455078,Hao Airport
MAU,-16.42650032043457,-152.24400329589844,Maupiti Airport
RFP,-16.7229,-151.466003,Raiatea Airport
VLI,-17.699300765991,168.32000732422,Bauerfield International Airport
KNQ,-21.05430030822754,164.83700561523438,Koné Airport
KOC,-20.546300888061523,164.25599670410156,Koumac Airport
LIF,-20.774799346923828,167.24000549316406,Lifou Airport
GEA,-22.25830078125,166.47300720214844,Nouméa Magenta Airport
MEE,-21.4817008972168,168.03799438476562,Maré Airport
TOU,-20.790000915527344,165.25900268554688,Touho Airport
UVE,-20.640600204467773,166.572998046875,Ouvéa Airport
NOU,-22.01460075378418,166.21299743652344,La Tontouta International Airport
AKL,-37.0080986023,174.79200744599999,Auckland International Airport
TUO,-38.73970031738281,176.08399963378906,Taupo Airport
AMZ,-37.029701232910156,174.97300720214844,Ardmore Airport
CHC,-43.48939895629883,172.53199768066406,Christchurch International Airport
CHT,-43.810001373291016,-176.45700073242188,Chatham Islands-Tuuta Airport
DUD,-45.9281005859375,170.197998046875,Dunedin Airport
GIS,-38.66329956054688,177.97799682617188,Gisborne Airport
GTN,-43.906700134277344,170.1280059814453,Glentanner Airport
HKK,-42.713600158691406,170.98500061035156,Hokitika Airfield
HLZ,-37.8666992188,175.332000732,Hamilton International Airport
KKE,-35.26279830932617,173.91200256347656,Kerikeri Airport
KAT,-35.06999969482422,173.28500366210938,Kaitaia Airport
ALR,-45.21170043945313,169.3730010986328,Alexandra Airport
MON,-43.76499938964844,170.13299560546875,Mount Cook Airport
TEU,-45.53310012817383,167.64999389648438,Manapouri Airport
MRO,-40.97330093383789,175.63400268554688,Hood Airport
NPL,-39.00859832763672,174.1790008544922,New Plymouth Airport
NSN,-41.298301696777344,173.2209930419922,Nelson Airport
IVC,-46.41239929199219,168.31300354003906,Invercargill Airport
OHA,-40.20600128173828,175.38800048828125,RNZAF Base Ohakea
OAM,-44.97000122070313,171.08200073242188,Oamaru Airport
PMR,-40.32059860229492,175.61700439453125,Palmerston North Airport
PPQ,-40.904701232910156,174.98899841308594,Paraparaumu Airport
ZQN,-45.0210990906,168.738998413,Queenstown International Airport
ROT,-38.10919952392578,176.31700134277344,Rotorua Regional Airport
TRG,-37.67190170288086,176.1959991455078,Tauranga Airport
TIU,-44.30279922485352,171.22500610351562,Timaru Airport
TWZ,-44.2350006104,170.117996216,Pukaki Airport
BHE,-41.5182991027832,173.8699951171875,Woodbourne Airport
WKA,-44.722198486328004,169.24600219727,Wanaka Airport
WHK,-37.92060089111328,176.91400146484375,Whakatane Airport
WLG,-41.327201843299996,174.80499267599998,Wellington International Airport
WIR,-39.00690078735352,177.40699768066406,Wairoa Airport
WRE,-35.7682991027832,174.36500549316406,Whangarei Airport
WSZ,-41.73809814453125,171.58099365234375,Westport Airport
WAG,-39.96220016479492,175.02499389648438,Wanganui Airport
HEA,34.209999084472656,62.22829818725586,Herat Airport
JAA,34.39979934692383,70.49859619140625,Jalalabad Airport
KBL,34.565899,69.212303,Hamid Karzai International Airport
KDH,31.505800247192386,65.84780120849611,Kandahar Airport
MMZ,35.93080139160156,64.76090240478516,Maimana Airport
MZR,36.70690155029297,67.20970153808594,Mazar I Sharif Airport
OAH,33.3913002014,62.261001586899994,Shindand Airport
UND,36.66510009765625,68.91079711914061,Konduz Airport
BAH,26.27079963684082,50.63359832763672,Bahrain International Airport
AHB,18.2404003143,42.65660095210001,Abha Regional Airport
HOF,25.28529930114746,49.48519897460938,Al Ahsa Airport
ABT,20.296100616500002,41.6343002319,Al Baha Airport
BHH,19.984399795532227,42.62089920043945,Bisha Airport
DMM,26.471200942993164,49.79790115356445,King Fahd International Airport
DHA,26.265399932900003,50.1520004272,King Abdulaziz Air Base
GIZ,16.901100158691403,42.58580017089844,Jizan Regional Airport
ELQ,26.30279922485352,43.77439880371094,Gassim Airport
URY,31.412413,37.278898,Gurayat Domestic Airport
HAS,27.437901,41.686298,Ha'il Airport
QJB,27.03899955749512,49.40510177612305,Jubail Airport
JED,21.6796,39.156502,King Abdulaziz International Airport
KMC,27.9009,45.528197999999996,King Khaled Military City Airport
MED,24.5534,39.705101,Prince Mohammad Bin Abdulaziz Airport
EAM,17.611400604248047,44.4192008972168,Nejran Airport
AQI,28.335199,46.125099,Al Qaisumah/Hafr Al Batin Airport
RAH,29.626399993896484,43.4906005859375,Rafha Domestic Airport
RUH,24.957599639892575,46.69879913330078,King Khaled International Airport
RAE,30.90660095214844,41.13819885253906,Arar Domestic Airport
SHW,17.466899871826172,47.12139892578125,Sharurah Airport
SLF,20.46470069885254,45.61959838867188,Sulayel Airport
TUU,28.3654,36.6189,Tabuk Airport
TIF,21.483001,40.543442,Ta’if Regional Airport
TUI,31.692188,38.731544,Turaif Domestic Airport
EJH,26.19860076904297,36.47639846801758,Al Wajh Domestic Airport
YNB,24.144199,38.0634,Prince Abdulmohsin Bin Abdulaziz Airport
ABD,30.371099471999997,48.2282981873,Abadan Airport
DEF,32.434399,48.397597999999995,Dezful Airport
AKW,30.7444,49.6772,Aghajari Airport
GCH,30.337600708000004,50.827999115,Gachsaran Airport
OMI,30.8351993560791,49.5349006652832,Omidiyeh Airport
MRX,30.55620002746582,49.15190124511719,Mahshahr Airport
AWZ,31.3374004364,48.7620010376,Ahwaz Airport
AEU,25.8757,55.033001,Abu Musa Island Airport
BUZ,28.944799423200003,50.834598541300004,Bushehr Airport
KIH,26.526199340799998,53.9802017212,Kish International Airport
BDH,26.531999588,54.82479858399999,Bandar Lengeh Airport
KHK,29.26029968261719,50.32389831542969,Khark Island Airport
SXI,25.908899307250977,54.53939819335938,Sirri Island Airport
LVP,26.81030082702637,53.356300354003906,Lavan Island Airport
KSH,34.3459014893,47.1581001282,Shahid Ashrafi Esfahani Airport
SDG,35.24589920043945,47.00920104980469,Sanandaj Airport
IFH,32.92890167236328,51.56110000610352,Hesa Airport
KKS,33.895302,51.577,Kashan Airport
IFN,32.75080108642578,51.86130142211914,Esfahan Shahid Beheshti International Airport
RAS,37.323333,49.617778,Sardar-e-Jangal Airport
AJK,34.13809967041016,49.8473014831543,Arak Airport
THR,35.68920135498047,51.31340026855469,Mehrabad International Airport
GZW,36.240101,50.0471,Qazvin Airport
BND,27.218299865722656,56.37779998779297,Bandar Abbas International Airport
JYR,28.7269001007,57.67029953,Jiroft Airport
KER,30.2744007111,56.9510993958,Kerman Airport
HDR,27.158300399780273,56.17250061035156,Havadarya Airport
SYJ,29.550899505615234,55.67269897460938,Sirjan Airport
XBJ,32.898101806640625,59.2661018371582,Birjand Airport
CKT,36.50120162963867,61.06489944458008,Sarakhs Airport
RUD,36.4253005981,55.1041984558,Shahroud Airport
TCX,33.6678009033,56.892700195299994,Tabas Airport
KLM,37.3833007812,55.451999664300004,Kalaleh Airport
RZR,36.9099006652832,50.67959976196289,Ramsar Airport
FAZ,28.89179992675781,53.72330093383789,Fasa Airport
JAR,28.5867004395,53.5791015625,Jahrom Airport
LFM,27.3726997375,53.18880081179999,Lamerd Airport
SYZ,29.53919982910156,52.58980178833008,Shiraz Shahid Dastghaib International Airport
KHY,38.4275016784668,44.97359848022461,Khoy Airport
TBZ,38.1338996887207,46.23500061035156,Tabriz International Airport
JWN,36.773700714099995,48.3594017029,Zanjan Airport
AZD,31.904899597199996,54.2765007019,Shahid Sadooghi Airport
ACZ,31.09830093383789,61.54389953613281,Zabol Airport
ZBR,25.443300247199996,60.382099151599995,Konarak Airport
ZAH,29.47570037841797,60.90620040893555,Zahedan International Airport
IHR,27.2360992432,60.7200012207,Iran Shahr Airport
AMM,31.7226009369,35.9931983948,Queen Alia International Airport
ADJ,31.972700119018555,35.991600036621094,Amman-Marka International Airport
AQJ,29.61160087585449,35.01810073852539,Aqaba King Hussein International Airport
OMF,32.3564,36.259201000000004,King Hussein Air College
KWI,29.226600646972656,47.96889877319336,Kuwait International Airport
BEY,33.820899963378906,35.488399505615234,Beirut Rafic Hariri International Airport
KYE,34.589298248291016,36.01129913330078,Rene Mouawad Air Base
AUH,24.433000564575195,54.651100158691406,Abu Dhabi International Airport
AZI,24.428300857543945,54.45809936523438,Bateen Airport
DHF,24.248199462900004,54.5476989746,Al Dhafra Air Base
DXB,25.252799987800003,55.3643989563,Dubai International Airport
FJR,25.112199783325195,56.32400131225586,Fujairah International Airport
RKT,25.61350059509277,55.93880081176758,Ras Al Khaimah International Airport
SHJ,25.32859992980957,55.5172004699707,Sharjah International Airport
KHS,26.17099952697754,56.2406005859375,Khasab Air Base
MSH,20.67539978027344,58.89049911499024,Masirah Air Base
MCT,23.593299865722656,58.284400939941406,Muscat International Airport
SLL,17.038700103759766,54.09130096435547,Salalah Airport
TTH,17.666000366210938,54.02460098266602,Thumrait Air Base
BHW,32.056098938000005,72.94840240479999,Bhagatanwala Airport
LYP,31.364999771118164,72.99479675292969,Faisalabad International Airport
GWD,25.23329925537109,62.32949829101562,Gwadar International Airport
GIL,35.918800354003906,74.33360290527344,Gilgit Airport
JAG,28.28420066833496,68.44969940185547,Shahbaz Air Base
KHI,24.9065,67.160797,Jinnah International Airport
LHE,31.5216007232666,74.40360260009766,Alama Iqbal International Airport
XJM,33.050098419189446,73.63839721679688,Mangla Airport
MFG,34.339000701904304,73.50859832763672,Muzaffarabad Airport
MWD,32.563098907470696,71.5707015991211,Mianwali Air Base
MJD,27.3351993560791,68.14309692382811,Moenjodaro Airport
MUX,30.20319938659668,71.41909790039062,Multan International Airport
WNS,26.2194,68.39009899999999,Shaheed Benazirabad Airport
PJG,26.954500198364254,64.13249969482422,Panjgur Airport
PSI,25.29050064086914,63.34510040283203,Pasni Airport
PEW,33.993900299072266,71.51460266113281,Peshawar International Airport
UET,30.251399993896484,66.93779754638672,Quetta International Airport
RYK,28.383899688720703,70.27960205078125,Shaikh Zaid Airport
RAZ,33.84970092773437,73.79810333251953,Rawalakot Airport
SKZ,27.72200012207031,68.79170227050781,Sukkur Airport
SDT,34.8135986328125,72.35279846191406,Saidu Sharif Airport
SUL,28.645099639892575,69.17690277099611,Sui Airport
BDN,24.84149932861328,68.83840179443361,Talhar Airport
WAF,32.304698944091804,69.57039642333984,Wana Airport
PZH,31.358400344848636,69.46360015869139,Zhob Airport
BSR,30.54910087585449,47.66210174560547,Basrah International Airport
ALP,36.18069839477539,37.22439956665039,Aleppo International Airport
DAM,33.4114990234375,36.51559829711914,Damascus International Airport
DEZ,35.2854,40.175999,Deir ez-Zor Air Base
LTK,35.401100158691406,35.948699951171875,Bassel Al-Assad International Airport
PMS,34.5574,38.316897999999995,Palmyra Airport
DIA,25.261101,51.565102,Doha International Airport
CIS,-2.7681200504300003,-171.710006714,Canton Island Airport
ROP,14.17430019378662,145.2429962158203,Rota International Airport
SPN,15.119000000000002,145.729004,Saipan International Airport
UAM,13.584000000000001,144.929998,Andersen Air Force Base
GUM,13.4834003448,144.796005249,Antonio B. Won Pat International Airport
TIQ,14.999199867248535,145.61900329589844,Tinian International Airport
MAJ,7.064760208129883,171.27200317382812,Marshall Islands International Airport
KWA,8.720120429992676,167.73199462890625,Bucholz Army Air Field
CXI,1.9861600399017332,-157.35000610351562,Cassidy International Airport
MDY,28.20170021057129,-177.38099670410156,Henderson Field
TKK,7.461870193481445,151.84300231933594,Chuuk International Airport
PNI,6.985099792480469,158.20899963378906,Pohnpei International Airport
ROR,7.367310000000001,134.544236,Babelthuap Airport
KSA,5.35698,162.957993,Kosrae International Airport
YAP,9.49891,138.082993,Yap International Airport
KNH,24.4279,118.359001,Kinmen Airport
TTT,22.7549991607666,121.10199737548828,Taitung Airport
GNI,22.67390060424805,121.46600341796876,Lyudao Airport
KHH,22.57710075378418,120.3499984741211,Kaohsiung International Airport
CYI,23.46179962158203,120.39299774169922,Chiayi Airport
KYD,22.027000427246094,121.53500366210938,Lanyu Airport
RMQ,24.26469993591309,120.62100219726562,Taichung Ching Chuang Kang Airport
TNN,22.95039939880371,120.20600128173828,Tainan Airport
HSZ,24.818000793499998,120.93900299100001,Hsinchu Air Base
MZG,23.568700790405273,119.62799835205078,Makung Airport
PIF,22.700199127197266,120.48200225830078,Pingtung North Airport
TSA,25.06940078735352,121.552001953125,Taipei Songshan Airport
TPE,25.0777,121.233002,Taiwan Taoyuan International Airport
WOT,23.367372512817386,119.50277709960938,Wang-an Airport
HUN,24.02309989929199,121.61799621582031,Hualien Airport
NRT,35.764701843299996,140.386001587,Narita International Airport
MMJ,36.16680145263672,137.92300415039062,Matsumoto Airport
IBR,36.181098938000005,140.414993286,Hyakuri Airport
MUS,24.289699554400002,153.979003906,Minami Torishima Airport
IWO,24.78400039672852,141.322998046875,Iwo Jima Airport
SHM,33.6622009277,135.363998413,Nanki Shirahama Airport
OBO,42.7332992554,143.216995239,Tokachi-Obihiro Airport
CTS,42.77519989013672,141.69200134277344,New Chitose Airport
HKD,41.7700004578,140.822006226,Hakodate Airport
MMB,43.880599975600006,144.164001465,Memanbetsu Airport
SHB,43.5774993896,144.960006714,Nakashibetsu Airport
WKJ,45.4042015076,141.80099487299998,Wakkanai Airport
IKI,33.7490005493,129.785003662,Iki Airport
UBJ,33.930000305200004,131.279006958,Yamaguchi Ube Airport
TSJ,34.2849006653,129.33099365200002,Tsushima Airport
MBE,44.303901672399995,143.404006958,Monbetsu Airport
AKJ,43.670799255371094,142.44700622558594,Asahikawa Airport
OIR,42.0717010498,139.432998657,Okushiri Airport
RIS,45.24200057979999,141.186004639,Rishiri Airport
KUM,30.3855991364,130.65899658200001,Yakushima Airport
FUJ,32.66630172729492,128.83299255371094,Fukue Airport
FUK,33.585899353027344,130.45100402832028,Fukuoka Airport
TNE,30.6051006317,130.990997314,New Tanegashima Airport
KOJ,31.80340003967285,130.718994140625,Kagoshima Airport
KMI,31.877199173,131.44900512700002,Miyazaki Airport
OIT,33.479400634799994,131.736999512,Oita Airport
KKJ,33.8459014893,131.035003662,Kitakyūshū Airport
KMJ,32.83729934692383,130.85499572753906,Kumamoto Airport
NGS,32.916900634799994,129.914001465,Nagasaki Airport
ASJ,28.430599212646484,129.71299743652344,Amami Airport
OKE,27.4255008698,128.701004028,Okierabu Airport
TKN,27.83639907836914,128.88099670410156,Tokunoshima Airport
FKJ,36.142799377399996,136.223999023,Fukui Airport
QGU,35.394100189208984,136.8699951171875,Gifu Airport
KMQ,36.39459991455078,136.40699768066406,Komatsu Airport
OKI,36.18109893798828,133.32499694824222,Oki Airport
TOY,36.64830017089844,137.18800354003906,Toyama Airport
HIJ,34.4361000061,132.91900634799998,Hiroshima Airport
OKJ,34.7569007874,133.854995728,Okayama Airport
IZO,35.4136009216,132.88999939,Izumo Airport
YGJ,35.4921989440918,133.23599243164062,Miho Yonago Airport
KCZ,33.546101,133.669006,Kōchi Ryōma Airport
MYJ,33.82720184326172,132.69999694824222,Matsuyama Airport
ITM,34.785499572753906,135.43800354003906,Osaka International Airport
TTJ,35.530101776100004,134.167007446,Tottori Airport
TKS,34.132801,134.60699499999998,Tokushima Airport/JMSDF Air Base
TAK,34.214199066199996,134.01600647,Takamatsu Airport
AOJ,40.73469924926758,140.69099426269528,Aomori Airport
GAJ,38.4118995667,140.371002197,Yamagata Airport
SDS,38.0601997375,138.414001465,Sado Airport
HHE,40.556400299072266,141.46600341796875,Hachinohe Airport
HNA,39.4286003112793,141.13499450683594,Hanamaki Airport
AXT,39.6156005859375,140.218994140625,Akita Airport
MSJ,40.7032012939,141.367996216,Misawa Air Base
SDJ,38.139701843299996,140.917007446,Sendai Airport
NJA,35.4546012878418,139.44999694824222,Atsugi Naval Air Facility
HAC,33.1150016785,139.785995483,Hachijojima Airport
OIM,34.7820014954,139.36000061,Oshima Airport
HND,35.552299,139.779999,Tokyo Haneda International Airport
OKO,35.74850082397461,139.34800720214844,Yokota Air Base
KWJ,35.123173,126.805444,Gwangju Airport
CHN,35.87808,127.11911200000002,Jeon Ju Airport (G-703)
RSU,34.842300415039055,127.61699676513672,Yeosu Airport
KAG,37.753601,128.943915,Gangneung Airport (K-18)
CJU,33.51129913330078,126.49299621582031,Jeju International Airport
CHF,35.140248,128.69622900000002,Jinhae Airbase/Airport (G-813/K-10)
PUS,35.1795005798,128.93800354,Gimhae International Airport
USN,35.59349823,129.352005005,Ulsan Airport
